Unnamed: 0,sender,date,parsed_datetime,date_only,week,month,year,days_since,email_body,company,subject,true_label
715,recruiting@grammarly.com,"1/24/25, 12:00 AM",2025-01-24 00:00:00,2025-01-24,4,1,2025,77,"Dear Michael Gary Scott,

Following our review of your application, we are pleased to invite you to an on-site interview at Grammarly for the Marketing Analyst position.

Date: April 11, 2025
Location: Grammarly Headquarters
Time: 4:00 PM

Your interview day will include:
- Meeting with the hiring manager
- Technical assessment
- Team meet and greet
- Lunch with the team

Please bring a valid photo ID. We will reimburse any travel expenses.

Looking forward to meeting you in person!

Amanda Davis
Grammarly",Grammarly,Interview details for Marketing Analyst - Grammarly,interview
1809,Boston Scientific HR <hr@bostonscientific.com>,"1/13/25, 12:00 AM",2025-01-13 00:00:00,2025-01-13,3,1,2025,88,"Hi Michael Gary Scott,

Please confirm your email address to complete your registration on Boston Scientific's career portal.

Click the button below to verify:
[Verify Email]

This link will expire in 24 hours.

If you did not create an account, please ignore this email.

Boston Scientific",Boston Scientific,Verify your email address,unrelated
1462,no-reply@costco.com,"5/1/25, 12:00 AM",2025-05-01 00:00:00,2025-05-01,18,5,2025,-20,"Dear Micheal Gary Scott,

Thank you for your interest in the Engineering Manager position at Costco. We want to let you know that we have received your application materials.

Our recruiting team reviews every application thoroughly. We will be in contact with you regarding the status of your application.

Please do not reply to this automated message.

Sincerely,
Costco Human Resources",Costco,We received your application for Engineering Manager,in_process
1311,American Express HR <hr@americanexpress.com>,"3/24/25, 12:00 AM",2025-03-24 00:00:00,2025-03-24,13,3,2025,18,"Hi Micheal Gary Scott,

As part of the hiring process for the Sales Engineer position at American Express, we need you to complete a background check authorization.

Please click the link below to provide the required information:
[Background Check Portal]

This must be completed by January 25, 2025. The background check typically takes 3-5 business days to process.

If you have questions, contact us at hr@americanexpress.com.

Thank you,
American Express Human Resources",American Express,Background Check Required - American Express,action_required
1031,Cisco Careers <noreply@cisco.com>,"3/18/25, 12:00 AM",2025-03-18 00:00:00,2025-03-18,12,3,2025,24,"Dear Michael Gary Scott,

Thank you for your interest in the Actuarial Analyst position at Cisco. We were impressed by your background and would like to invite you for an interview.

We'd like to schedule a video interview at your earliest convenience. Please reply to this email with your availability for the coming week, or use the scheduling link below to book a time slot.

The interview will be approximately 45-60 minutes and will be conducted by Michelle Anderson, our hiring manager.

We look forward to speaking with you!

Best regards,
Michelle Anderson
Cisco Talent Acquisition",Cisco,Interview Invitation: Actuarial Analyst at Cisco,interview
413,Splunk Careers <noreply@splunk.com>,"3/23/25, 12:00 AM",2025-03-23 00:00:00,2025-03-23,12,3,2025,19,"Dear Micheal Gary Scott,

Thank you very much for your recent application to the Software Engineer position at Splunk.

Unfortunately, after careful review, we are unable to offer you a position at this time. We had many strong candidates apply and it was not an easy decision.

We genuinely appreciate your interest in Splunk and hope you'll consider us for future opportunities.

Best regards,
Jessica Hall
Talent Acquisition, Splunk",Splunk,Thank you for applying to Splunk,rejection
1803,Hugging Face Careers <noreply@huggingface.com>,"2/12/25, 12:00 AM",2025-02-12 00:00:00,2025-02-12,7,2,2025,58,"Hi Micheal Gary Scott,

Welcome to the Hugging Face Careers Portal! Your account has been created successfully.

Here's what you can do:
- Browse open positions
- Set up job alerts
- Track your applications
- Update your profile

Username: micheal.gary.scott

Please verify your email address by clicking the link below.

Hugging Face Careers",Hugging Face,Welcome to Hugging Face Careers Portal,unrelated
249,Anthem Careers <noreply@anthem.com>,"3/9/25, 12:00 AM",2025-03-09 00:00:00,2025-03-09,10,3,2025,33,"Dear Michael Gary Scott,

On behalf of Anthem, I am pleased to extend an offer of employment for the position of DevOps Engineer.

We were truly impressed by your qualifications and believe you will be a great addition to our team. Please find the details of your offer below:

Position: DevOps Engineer
Start Date: March 29, 2025
Base Salary: $125,000 per year
Location: Hybrid

Please review the attached offer letter and respond within 5 business days.

Welcome aboard!

Andrew Lewis
HR Director, Anthem",Anthem,Congratulations! Offer for DevOps Engineer at Anthem,acceptance
206,Unilever HR <hr@unilever.com>,"3/18/25, 12:00 AM",2025-03-18 00:00:00,2025-03-18,12,3,2025,24,"Dear Michael Gary Scott,

On behalf of Unilever, I am pleased to extend an offer of employment for the position of Financial Analyst.

We were truly impressed by your qualifications and believe you will be a great addition to our team. Please find the details of your offer below:

Position: Financial Analyst
Start Date: April 18, 2025
Base Salary: $155,000 per year
Location: Hybrid

Please review the attached offer letter and respond within 5 business days.

Welcome aboard!

Kevin Taylor
HR Director, Unilever",Unilever,Congratulations! Offer for Financial Analyst at Unilever,acceptance
75,Bain Careers <noreply@bain.com>,"2/5/25, 12:00 AM",2025-02-05 00:00:00,2025-02-05,6,2,2025,65,"Dear Micheal Gary Scott,

We are thrilled to welcome you to the Bain family! Your offer for the Analytics Engineer position has been accepted, and we're excited to have you join us.

Your onboarding details:
- Start date: February 22, 2025
- Orientation: First day at 9:00 AM
- Location: Main campus, Building A

Before your start date, please complete the following:
1. Sign all onboarding documents
2. Set up your benefits enrollment
3. Complete the I-9 verification

We look forward to seeing you on February 22, 2025!

Robert Kim
Onboarding Coordinator, Bain",Bain,Welcome to Bain!,acceptance
1688,Talent Acquisition <careers@datadog.com>,"4/6/25, 12:00 AM",2025-04-06 00:00:00,2025-04-06,14,4,2025,5,"Hi Micheal Gary Scott,

We've received your application for the Business Analyst position (Job ID: 678788) at Datadog. Thank you for your interest in joining our team!

Our hiring team is currently reviewing all applications. We'll be in touch if we'd like to move forward.

We appreciate your patience during this process.

Regards,
The Datadog Recruiting Team",Datadog,Application received: Business Analyst at Datadog,in_process
153,recruiting@kpmg.com,"1/17/25, 12:00 AM",2025-01-17 00:00:00,2025-01-17,3,1,2025,84,"Dear Michael Gary Scott,

It gives me great pleasure to inform you that you have been selected as our new Product Analyst. Congratulations on this well-deserved achievement!

We were thoroughly impressed throughout the interview process and are confident that you will thrive at KPMG.

Your offer letter with full details is attached. Please don't hesitate to reach out with any questions.

Welcome aboard!

Best regards,
Rachel Thompson
Chief People Officer
KPMG",KPMG,"Congratulations, Michael Gary Scott!",acceptance
668,Salesforce HR <hr@salesforce.com>,"4/28/25, 12:00 AM",2025-04-28 00:00:00,2025-04-28,18,4,2025,-17,"Hi Michael Gary Scott,

We wanted to follow up regarding your application for Cloud Engineer at Salesforce.

After reviewing all candidates, we have decided to move forward with other applicants for this particular role. We know this isn't the news you were hoping for, and we appreciate the effort you put into your application.

Please don't hesitate to apply for other positions at Salesforce in the future.

All the best,
Salesforce Recruiting",Salesforce,An update on your application,rejection
1823,HubSpot HR <hr@hubspot.com>,"4/20/25, 12:00 AM",2025-04-20 00:00:00,2025-04-20,16,4,2025,-9,"Hello Micheal Gary Scott,

Welcome to the HubSpot Talent Community monthly newsletter!

This month:
- Inside look: Life at HubSpot
- Employee spotlight: Meet our team
- Upcoming hiring events
- New blog: Career development tips

Stay connected and be the first to know about new opportunities.

Unsubscribe from this newsletter

HubSpot Employer Branding Team",HubSpot,HubSpot Talent Community Newsletter,unrelated
1593,no-reply@servicenow.com,"1/28/25, 12:00 AM",2025-01-28 00:00:00,2025-01-28,5,1,2025,73,"Dear Michael Gary Scott,

Thank you for applying to the Quantitative Analyst position at ServiceNow. We have received your application and our recruiting team will review your qualifications carefully.

If your background aligns with our requirements, a member of our team will reach out to discuss next steps. Please note that due to the high volume of applications, this process may take several weeks.

In the meantime, you can track your application status through our careers portal.

Best regards,
ServiceNow Talent Acquisition",ServiceNow,Thank you for applying to ServiceNow!,in_process
1659,Talent Acquisition <careers@airtable.com>,"1/29/25, 12:00 AM",2025-01-29 00:00:00,2025-01-29,5,1,2025,72,"Michael Gary Scott, thank you for your interest in our Compliance Analyst role at Airtable! We have received your application and are delighted that you would consider joining our team.

We will review your background and experience and get back to you if there is a potential fit. Due to the volume of applications we receive, only selected candidates will be contacted.

Best wishes,
Airtable Hiring Team",Airtable,Thank you for applying at Airtable,in_process
1692,Cerner Careers <noreply@cerner.com>,"3/14/25, 12:00 AM",2025-03-14 00:00:00,2025-03-14,11,3,2025,28,"Dear Michael Gary Scott,

Thank you for your interest in the Associate Consultant position at Cerner. We want to let you know that we have received your application materials.

Our recruiting team reviews every application thoroughly. We will be in contact with you regarding the status of your application.

Please do not reply to this automated message.

Sincerely,
Cerner Human Resources",Cerner,We received your application for Associate Consultant,in_process
15,recruiting@nuro.com,"4/23/25, 12:00 AM",2025-04-23 00:00:00,2025-04-23,17,4,2025,-12,"Hi Michael Gary Scott,

I'm delighted to inform you that you have been selected for the Data Scientist role at Nuro. Congratulations on your successful interview process!

The formal offer letter is attached to this email. Key highlights:
- Role: Data Scientist
- Start date: May 26, 2025
- Compensation: $95,000 base + bonus

Please review carefully and let me know if you have any questions. We'd appreciate your decision within one week.

Welcome to the team!

Daniel Wilson
Nuro",Nuro,Nuro - Your Offer of Employment,acceptance
1171,MongoDB HR <hr@mongodb.com>,"1/16/25, 12:00 AM",2025-01-16 00:00:00,2025-01-16,3,1,2025,85,"Hello Michael Gary Scott,

We are excited about your application for the Clinical Data Analyst position at MongoDB. Before we can proceed, we need you to complete a few items:

- Complete the technical assessment (estimated time: 60 minutes)
- Upload a copy of your most recent transcript
- Fill out the additional questionnaire

Please complete these steps by March 03, 2025 to remain in consideration.

Thank you for your time and interest!

MongoDB Recruiting Team",MongoDB,Action Needed: Clinical Data Analyst application at MongoDB,action_required
665,no-reply@spacex.com,"1/6/25, 12:00 AM",2025-01-06 00:00:00,2025-01-06,2,1,2025,95,"Dear Michael Gary Scott,

Thank you for applying for the Actuarial Analyst position at SpaceX. At this time, we regret to inform you that we've decided not to move forward with your application.

As a growing organization we always have new positions available and therefore we encourage you to check our careers page regularly.

We appreciate your interest and wish you success in your job search.

Sincerely,
Recruitment Team
SpaceX",SpaceX,Application Status Update - Actuarial Analyst,rejection
1645,edX HR <hr@edx.com>,"3/11/25, 12:00 AM",2025-03-11 00:00:00,2025-03-11,11,3,2025,31,"This notification was automatically generated.

Dear Micheal Gary Scott,

Thank you for applying to the role of 765607 - Associate Consultant at edX. We're excited that you're considering us as part of your career journey.

Your application is now under review. We strive to provide updates within 2-3 weeks.

Warm regards,
The Talent Team at edX",edX,Confirmation of application received for Associate Consultant - 765607,in_process
1948,Johnson & Johnson HR <hr@johnson&johnson.com>,"3/23/25, 12:00 AM",2025-03-23 00:00:00,2025-03-23,12,3,2025,19,"Hi Michael Gary Scott,

Please confirm your email address to complete your registration on Johnson & Johnson's career portal.

Click the button below to verify:
[Verify Email]

This link will expire in 24 hours.

If you did not create an account, please ignore this email.

Johnson & Johnson",Johnson & Johnson,Verify your email address,unrelated
936,Figma Careers <noreply@figma.com>,"1/20/25, 12:00 AM",2025-01-20 00:00:00,2025-01-20,4,1,2025,81,"Hi Michael Gary Scott,

Thanks for your application to the Full Stack Developer position at Figma. Your profile caught our attention and we'd love to learn more about you.

I'd like to schedule a quick screening call to discuss your background and the opportunity. This would be a casual 20-minute conversation.

Are you free sometime this week?

Cheers,
Daniel Wilson
Talent Acquisition, Figma",Figma,Screening call - Full Stack Developer at Figma,interview
1678,Talent Acquisition <careers@fidelity.com>,"2/8/25, 12:00 AM",2025-02-08 00:00:00,2025-02-08,6,2,2025,62,"Michael Gary Scott, thank you for your interest in our Actuarial Analyst role at Fidelity! We have received your application and are delighted that you would consider joining our team.

We will review your background and experience and get back to you if there is a potential fit. Due to the volume of applications we receive, only selected candidates will be contacted.

Best wishes,
Fidelity Hiring Team",Fidelity,Thank you for applying at Fidelity,in_process
1864,no-reply@nike.com,"1/28/25, 12:00 AM",2025-01-28 00:00:00,2025-01-28,5,1,2025,73,"Hi Michael Gary Scott,

Please confirm your email address to complete your registration on Nike's career portal.

Click the button below to verify:
[Verify Email]

This link will expire in 24 hours.

If you did not create an account, please ignore this email.

Nike",Nike,Verify your email address,unrelated
488,recruiting@lyft.com,"2/12/25, 12:00 AM",2025-02-12 00:00:00,2025-02-12,7,2,2025,58,"Hi Michael Gary Scott,

We wanted to follow up regarding your application for Applied Scientist at Lyft.

After reviewing all candidates, we have decided to move forward with other applicants for this particular role. We know this isn't the news you were hoping for, and we appreciate the effort you put into your application.

Please don't hesitate to apply for other positions at Lyft in the future.

All the best,
Lyft Recruiting",Lyft,An update on your application,rejection
61,Talent Acquisition <careers@nike.com>,"2/14/25, 12:00 AM",2025-02-14 00:00:00,2025-02-14,7,2,2025,56,"Dear Micheal Gary Scott,

On behalf of Nike, I am pleased to extend an offer of employment for the position of Research Scientist.

We were truly impressed by your qualifications and believe you will be a great addition to our team. Please find the details of your offer below:

Position: Research Scientist
Start Date: May 06, 2025
Base Salary: $115,000 per year
Location: Hybrid

Please review the attached offer letter and respond within 5 business days.

Welcome aboard!

Amanda Davis
HR Director, Nike",Nike,Congratulations! Offer for Research Scientist at Nike,acceptance
1650,Talent Acquisition <careers@raytheon.com>,"3/16/25, 12:00 AM",2025-03-16 00:00:00,2025-03-16,11,3,2025,26,"Micheal Gary Scott, thank you for your interest in our Security Analyst role at Raytheon! We have received your application and are delighted that you would consider joining our team.

We will review your background and experience and get back to you if there is a potential fit. Due to the volume of applications we receive, only selected candidates will be contacted.

Best wishes,
Raytheon Hiring Team",Raytheon,Thank you for applying at Raytheon,in_process
1314,recruiting@cohere.com,"4/18/25, 12:00 AM",2025-04-18 00:00:00,2025-04-18,16,4,2025,-7,"Hello Micheal Gary Scott,

We are excited about your application for the Full Stack Developer position at Cohere. Before we can proceed, we need you to complete a few items:

- Complete the technical assessment (estimated time: 60 minutes)
- Upload a copy of your most recent transcript
- Fill out the additional questionnaire

Please complete these steps by April 18, 2025 to remain in consideration.

Thank you for your time and interest!

Cohere Recruiting Team",Cohere,Action Needed: Full Stack Developer application at Cohere,action_required
508,recruiting@midjourney.com,"2/27/25, 12:00 AM",2025-02-27 00:00:00,2025-02-27,9,2,2025,43,"Hi Michael Gary Scott,

Thank you for your interest in Midjourney! Unfortunately, we have decided not to proceed with your candidacy for the current Risk Analyst opening. We received many qualified applicants and have decided to move ahead with other candidates whom we feel are a better match for this specific role.

This does not reflect on your qualifications, and we encourage you to apply again in the future.

Wishing you the best,
Ryan Allen
Midjourney",Midjourney,Application follow-up: Midjourney,rejection
560,LG HR <hr@lg.com>,"1/4/25, 12:00 AM",2025-01-04 00:00:00,2025-01-04,1,1,2025,97,"Dear Michael Gary Scott,

Thank you for your interest in the Senior Software Engineer position at LG and for taking the time to apply.

After careful consideration, we regret to inform you that we have decided not to move forward with your application at this time. We received many qualified applicants and this was a difficult decision.

We encourage you to apply for future openings that match your skills and experience. We wish you the best in your career search.

Sincerely,
LG Talent Acquisition",LG,Update on your LG application,rejection
461,no-reply@airbnb.com,"3/7/25, 12:00 AM",2025-03-07 00:00:00,2025-03-07,10,3,2025,35,"Hi Michael Gary Scott,

Thank you for your interest in Airbnb! Unfortunately, we have decided not to proceed with your candidacy for the current Investment Analyst opening. We received many qualified applicants and have decided to move ahead with other candidates whom we feel are a better match for this specific role.

This does not reflect on your qualifications, and we encourage you to apply again in the future.

Wishing you the best,
Jessica Hall
Airbnb",Airbnb,Application follow-up: Airbnb,rejection
328,Talent Acquisition <careers@deloitte.com>,"1/23/25, 12:00 AM",2025-01-23 00:00:00,2025-01-23,4,1,2025,78,"Dear Micheal Gary Scott,

Thank you for your interest in the Machine Learning Engineer position at Deloitte and for taking the time to apply.

After careful consideration, we regret to inform you that we have decided not to move forward with your application at this time. We received many qualified applicants and this was a difficult decision.

We encourage you to apply for future openings that match your skills and experience. We wish you the best in your career search.

Sincerely,
Deloitte Talent Acquisition",Deloitte,Update on your Deloitte application,rejection
629,no-reply@sony.com,"3/22/25, 12:00 AM",2025-03-22 00:00:00,2025-03-22,12,3,2025,20,"Dear Michael Gary Scott,

Thank you very much for your recent application to the DevOps Engineer position at Sony.

Unfortunately, after careful review, we are unable to offer you a position at this time. We had many strong candidates apply and it was not an easy decision.

We genuinely appreciate your interest in Sony and hope you'll consider us for future opportunities.

Best regards,
Ryan Allen
Talent Acquisition, Sony",Sony,Thank you for applying to Sony,rejection
384,Medtronic HR <hr@medtronic.com>,"4/11/25, 12:00 AM",2025-04-11 00:00:00,2025-04-11,15,4,2025,0,"Michael Gary Scott,

Thank you for your time and interest in the Solutions Architect role at Medtronic. After careful evaluation, we've decided not to proceed with your application. This was a competitive search and we had to make some tough choices.

Your resume will remain in our database for future consideration.

Regards,
Medtronic Talent Team",Medtronic,Medtronic - Application Decision,rejection
1098,recruiting@pinterest.com,"2/18/25, 12:00 AM",2025-02-18 00:00:00,2025-02-18,8,2,2025,52,"Dear Micheal Gary Scott,

You have been invited to complete an assessment for the Customer Success Manager position at Pinterest.

Assessment Type: Situational Judgment Test
Duration: Approximately 30 minutes
Deadline: January 17, 2025

This assessment helps us understand how you approach workplace scenarios. There are no right or wrong answers.

Click here to begin: [Assessment Link]

Best regards,
Pinterest People & Culture",Pinterest,Complete Assessment - Pinterest Application,action_required
1738,Databricks HR <hr@databricks.com>,"3/25/25, 12:00 AM",2025-03-25 00:00:00,2025-03-25,13,3,2025,17,"Hi Micheal Gary Scott,

We've received your application for the Systems Analyst position (Job ID: 340500) at Databricks. Thank you for your interest in joining our team!

Our hiring team is currently reviewing all applications. We'll be in touch if we'd like to move forward.

We appreciate your patience during this process.

Regards,
The Databricks Recruiting Team",Databricks,Application received: Systems Analyst at Databricks,in_process
779,no-reply@aurora.com,"1/22/25, 12:00 AM",2025-01-22 00:00:00,2025-01-22,4,1,2025,79,"Dear Micheal Gary Scott,

We are pleased to inform you that you have been shortlisted for the Associate Consultant position at Aurora.

We would like to invite you to participate in a virtual panel interview with members of our analytics team. The interview will consist of both technical and behavioral questions.

Please select a time slot that works for you using the calendar link below.

We look forward to meeting you!

Warm regards,
Laura White
Aurora People Operations",Aurora,Congratulations! You've been selected for an interview at Aurora,interview
1922,Talent Acquisition <careers@cvshealth.com>,"4/10/25, 12:00 AM",2025-04-10 00:00:00,2025-04-10,15,4,2025,1,"Hi Michael Gary Scott,

Looking for your next opportunity? Here are this week's tips:

1. Tailor your resume for each application
2. Follow up within a week of applying
3. Practice common interview questions
4. Network with industry professionals

Explore open roles: [Browse Jobs]

Good luck!
Career Advice Team",CVS Health,Tips for your job search,unrelated
337,Talent Acquisition <careers@raytheon.com>,"1/10/25, 12:00 AM",2025-01-10 00:00:00,2025-01-10,2,1,2025,91,"Hi Micheal Gary Scott,

Thank you for your interest in Raytheon! Unfortunately, we have decided not to proceed with your candidacy for the current Risk Analyst opening. We received many qualified applicants and have decided to move ahead with other candidates whom we feel are a better match for this specific role.

This does not reflect on your qualifications, and we encourage you to apply again in the future.

Wishing you the best,
Rachel Thompson
Raytheon",Raytheon,Application follow-up: Raytheon,rejection
1284,recruiting@veevasystems.com,"2/10/25, 12:00 AM",2025-02-10 00:00:00,2025-02-10,7,2,2025,60,"Hi Micheal Gary Scott,

As part of the application process for Backend Engineer at Veeva Systems, we invite you to take our online assessment.

The assessment evaluates your analytical and problem-solving abilities. It should take about 45 minutes to complete.

Please complete it by January 19, 2025.

[Start Assessment]

Note: Once you begin, the timer will start and cannot be paused.

Thank you,
Veeva Systems",Veeva Systems,Assessment invitation from Veeva Systems,action_required
1656,Intuitive Surgical HR <hr@intuitivesurgical.com>,"2/6/25, 12:00 AM",2025-02-06 00:00:00,2025-02-06,6,2,2025,64,"Hello Michael Gary Scott,

We've received your application for the Risk Analyst position at Intuitive Surgical. Thank you for taking the time to apply and for considering joining us.

First of all, our recruiters will take a close look at your resume and cover letter. If your qualifications are a good match for the role, you'll hear from us soon.

In the meantime, feel free to explore other opportunities on our careers page.

Best regards,
The Intuitive Surgical Talent Team",Intuitive Surgical,Risk Analyst at Intuitive Surgical: we've got your application,in_process
1885,Talent Acquisition <careers@oracle.com>,"3/16/25, 12:00 AM",2025-03-16 00:00:00,2025-03-16,11,3,2025,26,"Hi Michael Gary Scott,

Looking for your next opportunity? Here are this week's tips:

1. Tailor your resume for each application
2. Follow up within a week of applying
3. Practice common interview questions
4. Network with industry professionals

Explore open roles: [Browse Jobs]

Good luck!
Career Advice Team",Oracle,Tips for your job search,unrelated
1013,Sony Careers <noreply@sony.com>,"3/2/25, 12:00 AM",2025-03-02 00:00:00,2025-03-02,9,3,2025,40,"Hi Michael Gary Scott,

Your interview for the Supply Chain Analyst position at Sony has been scheduled.

Date: January 09, 2025
Time: 3:00 PM EST
Format: Video call (link will be sent separately)
Interviewer: Michelle Anderson
Duration: 60 minutes

Please confirm your attendance by replying to this email. If you need to reschedule, let us know at least 24 hours in advance.

Good luck!

Sony Recruiting Team",Sony,Interview Scheduled - Supply Chain Analyst at Sony,interview
438,Waters Corporation HR <hr@waterscorporation.com>,"1/13/25, 12:00 AM",2025-01-13 00:00:00,2025-01-13,3,1,2025,88,"Dear Micheal Gary Scott,

We have completed our review of applications for the Analytics Engineer position at Waters Corporation. We appreciate your interest in this opportunity.

Regrettably, we will not be moving forward with your candidacy. The position has been filled by another candidate.

We wish you all the best in your career endeavors and encourage you to monitor our openings for future roles.

Best,
Samantha Young
Waters Corporation",Waters Corporation,Update: Your application for Analytics Engineer,rejection
1240,Robinhood Careers <noreply@robinhood.com>,"4/19/25, 12:00 AM",2025-04-19 00:00:00,2025-04-19,16,4,2025,-8,"Hi Micheal Gary Scott,

As part of the application process for Product Manager at Robinhood, we invite you to take our online assessment.

The assessment evaluates your analytical and problem-solving abilities. It should take about 45 minutes to complete.

Please complete it by January 01, 2025.

[Start Assessment]

Note: Once you begin, the timer will start and cannot be paused.

Thank you,
Robinhood",Robinhood,Assessment invitation from Robinhood,action_required
1777,no-reply@bcg.com,"4/21/25, 12:00 AM",2025-04-21 00:00:00,2025-04-21,17,4,2025,-10,"Michael Gary Scott, thank you for your interest in our Analytics Engineer role at BCG! We have received your application and are delighted that you would consider joining our team.

We will review your background and experience and get back to you if there is a potential fit. Due to the volume of applications we receive, only selected candidates will be contacted.

Best wishes,
BCG Hiring Team",BCG,Thank you for applying at BCG,in_process
852,Figma HR <hr@figma.com>,"3/11/25, 12:00 AM",2025-03-11 00:00:00,2025-03-11,11,3,2025,31,"Hello Michael Gary Scott,

Thank you for applying to Figma for our Product Analyst role. We've reviewed your qualifications and would like to set up a call to discuss the opportunity further.

Would you be available for a brief introductory call this week? The conversation would last about 20-30 minutes.

Please let me know what times work best for you.

Thanks,
Brian Harris
Figma",Figma,Figma - Interview Request,interview
598,Charles Schwab Careers <noreply@charlesschwab.com>,"3/8/25, 12:00 AM",2025-03-08 00:00:00,2025-03-08,10,3,2025,34,"Hi Michael Gary Scott,

Thank you for your interest in Charles Schwab! Unfortunately, we have decided not to proceed with your candidacy for the current UX Designer opening. We received many qualified applicants and have decided to move ahead with other candidates whom we feel are a better match for this specific role.

This does not reflect on your qualifications, and we encourage you to apply again in the future.

Wishing you the best,
Emily Chen
Charles Schwab",Charles Schwab,Application follow-up: Charles Schwab,rejection
1991,Charles Schwab HR <hr@charlesschwab.com>,"2/3/25, 12:00 AM",2025-02-03 00:00:00,2025-02-03,6,2,2025,67,"Hi Michael Gary Scott,

Your profile on Charles Schwab's talent network is only 60% complete. A complete profile increases your chances of being found by recruiters.

Add these to stand out:
- Work experience details
- Skills and certifications
- Portfolio links
- Profile photo

Update your profile now: [Link]

Charles Schwab Talent Community",Charles Schwab,Complete your profile on Charles Schwab,unrelated
257,no-reply@rivian.com,"1/23/25, 12:00 AM",2025-01-23 00:00:00,2025-01-23,4,1,2025,78,"Dear Michael Gary Scott,

On behalf of Rivian, I am pleased to extend an offer of employment for the position of Research Scientist.

We were truly impressed by your qualifications and believe you will be a great addition to our team. Please find the details of your offer below:

Position: Research Scientist
Start Date: April 29, 2025
Base Salary: $125,000 per year
Location: Hybrid

Please review the attached offer letter and respond within 5 business days.

Welcome aboard!

Emily Chen
HR Director, Rivian",Rivian,Congratulations! Offer for Research Scientist at Rivian,acceptance
1611,VMware HR <hr@vmware.com>,"2/28/25, 12:00 AM",2025-02-28 00:00:00,2025-02-28,9,2,2025,42,"This notification was automatically generated.

Dear Micheal Gary Scott,

Thank you for applying to the role of 931377 - Software Engineer at VMware. We're excited that you're considering us as part of your career journey.

Your application is now under review. We strive to provide updates within 2-3 weeks.

Warm regards,
The Talent Team at VMware",VMware,Confirmation of application received for Software Engineer - 931377,in_process
1290,Moderna HR <hr@moderna.com>,"5/1/25, 12:00 AM",2025-05-01 00:00:00,2025-05-01,18,5,2025,-20,"Dear Michael Gary Scott,

You have been invited to complete an assessment for the AI Engineer position at Moderna.

Assessment Type: Situational Judgment Test
Duration: Approximately 30 minutes
Deadline: January 26, 2025

This assessment helps us understand how you approach workplace scenarios. There are no right or wrong answers.

Click here to begin: [Assessment Link]

Best regards,
Moderna People & Culture",Moderna,Complete Assessment - Moderna Application,action_required
1148,Airtable HR <hr@airtable.com>,"2/15/25, 12:00 AM",2025-02-15 00:00:00,2025-02-15,7,2,2025,55,"Micheal Gary Scott,

We're impressed with your profile and would like to see your coding skills in action!

Please complete the following coding challenge for the Pricing Analyst role at Airtable:

Platform: CodeSignal
Duration: 70 minutes
Languages: Python, Java, or C++
Deadline: January 24, 2025

The challenge will test data structures, algorithms, and problem-solving skills.

Good luck!
Airtable Engineering Recruiting",Airtable,Coding Challenge: Pricing Analyst - Airtable,action_required
487,Talent Acquisition <careers@paypal.com>,"1/17/25, 12:00 AM",2025-01-17 00:00:00,2025-01-17,3,1,2025,84,"Dear Michael Gary Scott,

Thank you very much for your recent application to the Senior Software Engineer position at PayPal.

Unfortunately, after careful review, we are unable to offer you a position at this time. We had many strong candidates apply and it was not an easy decision.

We genuinely appreciate your interest in PayPal and hope you'll consider us for future opportunities.

Best regards,
Brian Harris
Talent Acquisition, PayPal",PayPal,Thank you for applying to PayPal,rejection
283,Walmart Careers <noreply@walmart.com>,"3/15/25, 12:00 AM",2025-03-15 00:00:00,2025-03-15,11,3,2025,27,"Dear Micheal Gary Scott,

Congratulations! We are excited to extend you an offer to join Walmart as a Security Analyst.

Your start date is January 28, 2025. The compensation package includes:
- Base salary: $95,000
- Annual bonus target
- Full benefits package
- Stock options

Please sign and return the attached offer letter by the indicated deadline. If you have any questions about the offer or the onboarding process, don't hesitate to reach out.

We can't wait to have you on the team!

Best,
Michelle Anderson
Walmart People Team",Walmart,Offer Letter - Security Analyst at Walmart,acceptance
1680,no-reply@hashicorp.com,"3/8/25, 12:00 AM",2025-03-08 00:00:00,2025-03-08,10,3,2025,34,"This notification was automatically generated.

Dear Michael Gary Scott,

Thank you for applying to the role of 715656 - Operations Analyst at HashiCorp. We're excited that you're considering us as part of your career journey.

Your application is now under review. We strive to provide updates within 2-3 weeks.

Warm regards,
The Talent Team at HashiCorp",HashiCorp,Confirmation of application received for Operations Analyst - 715656,in_process
950,Talent Acquisition <careers@northropgrumman.com>,"1/26/25, 12:00 AM",2025-01-26 00:00:00,2025-01-26,4,1,2025,75,"Dear Micheal Gary Scott,

Thank you for your interest in the Backend Engineer position at Northrop Grumman. We were impressed by your background and would like to invite you for an interview.

We'd like to schedule a video interview at your earliest convenience. Please reply to this email with your availability for the coming week, or use the scheduling link below to book a time slot.

The interview will be approximately 45-60 minutes and will be conducted by Rachel Thompson, our hiring manager.

We look forward to speaking with you!

Best regards,
Rachel Thompson
Northrop Grumman Talent Acquisition",Northrop Grumman,Interview Invitation: Backend Engineer at Northrop Grumman,interview
